name,qid,measure,value
BR(BM25),1133579,AP(rel=2)@100,0.21728976511920228
BR(BM25),1136043,nDCG@10,0.47932763884722995
BR(BM25),1136043,AP(rel=2)@100,0.11825396825396824
BR(BM25),1136047,nDCG@10,0.32975290249905903
BR(BM25),1136047,AP(rel=2)@100,0.26587301587301587
BR(BM25),1136962,nDCG@10,0.7344203076770806
BR(BM25),1136962,AP(rel=2)@100,0.5180459256662735
BR(BM25),118440,nDCG@10,0.07336392209936005
BR(BM25),118440,AP(rel=2)@100,0.0014577259475218659
BR(BM25),121171,nDCG@10,0.41316666432600413
BR(BM25),121171,AP(rel=2)@100,0.07944656160168957
BR(BM25),135802,nDCG@10,0.9565122873643237
BR(BM25),135802,AP(rel=2)@100,0.9170113836780502
BR(BM25),141630,nDCG@10,0.48611704256662347
BR(BM25),141630,AP(rel=2)@100,0.13414117475119575
BR(BM25),156498,nDCG@10,0.32015072560281504
BR(BM25),156498,AP(rel=2)@100,0.2621067821067821
BR(BM25),169208,nDCG@10,0.47110708377040317
BR(BM25),169208,AP(rel=2)@100,0.46224846987444973
BR(BM25),174463,nDCG@10,0.42638836061500524
BR(BM25),174463,AP(rel=2)@100,0.034528400504993735
BR(BM25),23849,nDCG@10,0.3801611395712852
BR(BM25),23849,AP(rel=2)@100,0.04589371980676329
BR(BM25),258062,nDCG@10,0.5289638450374726
BR(BM25),258062,AP(rel=2)@100,0.14514374514374515
BR(BM25),324585,nDCG@10,0.06943122193677725
BR(BM25),324585,AP(rel=2)@100,0.0840554574866838
BR(BM25),330975,nDCG@10,0.31566958987729715
BR(BM25),330975,AP(rel=2)@100,0.16725497756905325
BR(BM25),332593,nDCG@10,0.753876670241109
BR(BM25),332593,AP(rel=2)@100,0.5108944682804154
BR(BM25),336901,nDCG@10,0.1564262420075855
BR(BM25),336901,AP(rel=2)@100,0.13338385752178855
BR(BM25),390360,nDCG@10,0.4247844929120322
BR(BM25),390360,AP(rel=2)@100,0.17650076688356625
BR(BM25),405163,nDCG@10,0.5988751049740154
BR(BM25),405163,AP(rel=2)@100,0.07649183299693503
BR(BM25),42255,nDCG@10,0.7045486125752479
BR(BM25),42255,AP(rel=2)@100,0.5
BR(BM25),47210,nDCG@10,0.7754938669917667
BR(BM25),47210,AP(rel=2)@100,0.26149731571785834
BR(BM25),555530,nDCG@10,0.05502294157452004
BR(BM25),555530,AP(rel=2)@100,0.00042517006802721087
BR(BM25),583468,nDCG@10,0.2759303072085878
BR(BM25),583468,AP(rel=2)@100,0.2818477571699882
BR(BM25),640502,nDCG@10,0.5418180034399238
BR(BM25),640502,AP(rel=2)@100,0.10070407317087882
BR(BM25),67316,nDCG@10,0.24209587273488012
BR(BM25),67316,AP(rel=2)@100,0.043478260869565216
BR(BM25),673670,nDCG@10,0.11038484610369137
BR(BM25),673670,AP(rel=2)@100,0.10444098768882458
BR(BM25),701453,nDCG@10,0.9369984581453245
BR(BM25),701453,AP(rel=2)@100,0.6975236759322895
BR(BM25),730539,nDCG@10,0.6555420687894586
BR(BM25),730539,AP(rel=2)@100,0.4072970085470085
BR(BM25),768208,nDCG@10,0.7399416123967927
BR(BM25),768208,AP(rel=2)@100,0.5376984126984127
BR(BM25),877809,nDCG@10,0.5978252119586981
BR(BM25),877809,AP(rel=2)@100,0.07109446869720842
BR(BM25),911232,nDCG@10,0.6702639710963524
BR(BM25),911232,AP(rel=2)@100,0.5416666666666666
BR(BM25),914916,nDCG@10,0.5124273393959223
BR(BM25),914916,AP(rel=2)@100,0.23472311380064786
BR(BM25),938400,nDCG@10,0.1143394972353712
BR(BM25),938400,AP(rel=2)@100,0.04671040134940669
BR(BM25),940547,nDCG@10,0.12734918779105223
BR(BM25),940547,AP(rel=2)@100,0.011072223859580182
BR(BM25),997622,nDCG@10,0.4818998405251556
BR(BM25),997622,AP(rel=2)@100,0.37394178109903914
